Data;D1;D2;D3;D4;D5;D6;Arrecadacao_Total;Sena;Rateio_Sena;Quina;Rateio_Quina;Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado
08/05/2004;1;20;36;39;49;55;0;0;0;32;31342.98;2743;364.27;SIM;8188276.67
12/05/2004;16;23;35;37;55;57;0;0;0;117;8271.95;5150;187.22;SIM;9881959.48
15/05/2004;5;8;23;34;44;51;0;0;0;90;13541.69;6007;202.12;SIM;12014774.50
19/05/2004;10;13;20;32;38;49;0;0;0;46;25392.82;4446;261.73;SIM;20397765.64
22/05/2004;7;31;34;35;37;45;0;0;0;57;29241.27;6804;244.04;SIM;23314582.63
26/05/2004;6;13;17;18;20;37;0;0;0;176;11334.45;13032;152.49;SIM;26805592.27
29/05/2004;11;31;38;41;57;58;0;0;0;69;37888.61;5787;450.05;SIM;31380642.06
02/06/2004;13;17;22;25;29;41;0;0;0;457;7802.44;24931;142.48;SIM;37620642.34
05/06/2004;3;9;14;15;32;57;0;1;46663532.70;434;11906.37;29922;172.04;NÃƒO;0
09/06/2004;15;32;33;35;36;51;0;0;0;84;18168.10;7539;201.67;SIM;21431972.38
12/06/2004;12;13;14;31;50;51;0;0;0;69;22294.35;5572;275.04;SIM;24124014.99
16/06/2004;3;9;16;20;33;60;0;0;0;162;10668.49;9940;173.21;SIM;27148533.16
19/06/2004;6;17;22;29;40;59;0;0;0;82;25012.22;8272;247;SIM;30737786.41
23/06/2004;2;10;17;23;32;44;0;0;0;162;12609.31;12691;160.35;SIM;45420567.88
26/06/2004;5;18;21;29;35;48;0;2;25737016.52;470;7359.84;21660;159.1;NÃƒO;0
30/06/2004;7;8;18;39;43;52;0;0;0;27;22856.21;1978;310.81;SIM;1079955.77
03/07/2004;8;23;24;28;31;47;0;0;0;57;15092.90;4579;187.17;SIM;2585472.50
07/07/2004;3;18;23;48;56;58;0;1;3982872.62;62;12879.26;3639;218.6;NÃƒO;0
10/07/2004;4;9;15;17;34;39;0;1;1175432.13;90;7463.06;5172;129.38;NÃƒO;0
14/07/2004;15;16;18;28;38;47;0;0;0;56;16168.75;4097;220.17;SIM;9592944.81
17/07/2004;14;17;25;30;39;52;0;1;11781320.02;56;22330.36;4429;281.27;NÃƒO;0
21/07/2004;13;29;40;45;51;59;0;0;0;29;17143.40;1943;254.91;SIM;870027.37
24/07/2004;6;7;20;41;43;55;0;0;0;36;20218.13;2157;336.16;SIM;2143769.60
28/07/2004;7;8;23;30;32;53;0;0;0;49;13327.92;3278;198.48;SIM;8329175.80
31/07/2004;12;24;33;36;39;57;0;1;10166807.68;124;8468.35;7122;146.89;NÃƒO;0
04/08/2004;11;13;38;39;45;54;0;0;0;30;15687.92;2162;216.87;SIM;823615.95
07/08/2004;2;18;29;30;36;60;0;0;0;36;20518.92;2436;302.09;SIM;2116308.12
11/08/2004;11;13;45;46;53;55;0;0;0;22;29565.71;2088;310.34;SIM;3254587.92
14/08/2004;6;7;8;13;33;59;0;0;0;152;5926.91;9005;99.66;SIM;9594559.27
18/08/2004;4;5;18;25;28;51;0;0;0;70;14105.62;5155;190.82;SIM;11322497.59
21/08/2004;1;3;18;34;50;58;0;0;0;64;18968.95;4448;271.9;SIM;13447020.10
25/08/2004;13;14;42;47;55;59;0;0;0;60;18664.59;5062;220.39;SIM;15406801.69
28/08/2004;1;25;27;29;49;59;0;0;0;68;20265.54;5291;259.47;SIM;17818401.51
01/09/2004;10;13;29;47;53;55;0;0;0;121;11747.70;6444;219.76;SIM;27956987.94
04/09/2004;1;2;25;43;50;54;0;0;0;89;22736.36;7230;278.82;SIM;31498176.46
08/09/2004;11;14;28;43;54;60;0;0;0;116;15749.68;6578;276.69;SIM;34695360.86
11/09/2004;22;27;29;40;42;56;0;0;0;140;21650.75;10021;301.33;SIM;39999792.49
15/09/2004;5;16;34;38;50;53;0;2;23179951.19;234;15531.40;19229;188.29;NÃƒO;0
18/09/2004;4;6;9;23;45;51;0;0;0;65;10375.80;4755;141.31;SIM;15168219.08
22/09/2004;16;18;31;34;39;54;0;0;0;73;16062.92;4640;251.75;SIM;17220256.51
25/09/2004;10;19;22;29;30;37;0;0;0;75;18837.59;6002;234.5;SIM;19692689.90
29/09/2004;7;13;38;46;55;60;0;0;0;95;13988.93;6773;195.47;SIM;22018349.56
02/10/2004;4;8;11;12;29;44;0;1;24750883.61;233;6701.50;12565;123.8;NÃƒO;0
06/10/2004;15;25;41;46;49;51;0;0;0;15;35679.23;1422;374.94;SIM;8450325.62
09/10/2004;4;24;44;49;52;53;0;0;0;45;23716.98;3980;267.15;SIM;10318037.87
13/10/2004;6;23;32;35;41;55;0;1;11878491.65;43;20736.93;3770;235.63;NÃƒO;0
16/10/2004;6;11;19;27;41;59;0;0;0;48;13506.67;3059;211.14;SIM;1134560.21
20/10/2004;6;13;19;24;30;37;0;0;0;101;6267.54;5181;121.72;SIM;2242347.59
23/10/2004;2;6;15;58;59;60;0;0;0;60;13952.24;3994;208.81;SIM;8804117.70
27/10/2004;25;30;43;45;47;49;0;0;0;62;14911.12;4044;227.75;SIM;10421973.58
30/10/2004;16;21;22;33;48;49;0;0;0;69;16349.76;4531;248.04;SIM;12396207.89
03/11/2004;15;18;33;50;53;55;0;0;0;41;22250.05;3389;268.16;SIM;13992649.10
06/11/2004;6;13;19;44;54;55;0;0;0;108;12259.22;7101;185.76;SIM;16309642.40
10/11/2004;12;16;31;48;57;60;0;0;0;53;24951.84;4127;319.23;SIM;25638073.79
13/11/2004;5;8;10;27;31;51;0;0;0;157;11348.03;9780;181.48;SIM;28755943.65
17/11/2004;2;12;16;24;26;54;0;0;0;90;18187.52;9236;176.56;SIM;31620478.41
20/11/2004;3;5;25;33;36;49;0;2;17791387.59;289;7834.50;17341;130.08;NÃƒO;0
24/11/2004;3;8;10;13;24;60;0;0;0;86;6312.56;4992;108.34;SIM;950038.98
27/11/2004;8;12;14;16;19;46;0;0;0;101;7354.06;5924;124.91;SIM;10960275.81
01/12/2004;1;3;13;22;29;32;0;0;0;87;11707.09;5886;172.39;SIM;12742680.43
04/12/2004;26;29;31;49;50;57;0;0;0;40;32904.81;3837;341.73;SIM;15046017.24
08/12/2004;19;27;29;38;50;59;0;0;0;49;24789.92;3560;339.92;SIM;17171752.86
11/12/2004;9;23;30;42;49;55;0;0;0;124;12236.03;6915;218.59;SIM;19826970.07
15/12/2004;8;23;34;39;43;52;0;1;22375180.08;108;13482.59;7284;199.16;NÃƒO;0
18/12/2004;12;24;32;40;42;59;0;0;0;49;20777.72;4056;250.06;SIM;9935192.23
22/12/2004;7;8;18;22;39;49;0;0;0;52;21294.16;5096;216.47;SIM;11872960.59
29/12/2004;1;13;19;45;56;58;0;0;0;112;14270.18;8049;197.82;SIM;14669915.47
05/01/2005;8;16;22;30;56;58;0;1;17373966.13;76;20331.21;5510;279.37;NÃƒO;0
08/01/2005;15;16;39;40;47;51;0;1;1104456.38;15;42074.53;1865;337.13;NÃƒO;0
12/01/2005;12;16;20;45;53;60;0;0;0;33;24880.69;2972;275.23;SIM;8811801.94
15/01/2005;1;20;28;32;44;47;0;1;10579247.17;46;21955.84;3548;283.58;NÃƒO;0
19/01/2005;2;19;28;48;51;54;0;0;0;26;19697.02;1962;260.03;SIM;896214.44
22/01/2005;5;11;22;27;46;50;0;0;0;58;11744.77;3524;192.57;SIM;2088308.43
26/01/2005;10;13;24;41;42;56;0;0;0;54;11854.27;3752;169.97;SIM;7789137.30
29/01/2005;8;20;26;37;42;49;0;0;0;58;16456.84;3646;260.8;SIM;9459506.58
02/02/2005;26;28;30;32;34;50;0;0;0;74;12762.47;3170;296.79;SIM;11112246.45
05/02/2005;11;18;43;48;52;58;0;0;0;29;38451.69;3560;312.04;SIM;13063669.53
12/02/2005;10;11;36;41;42;50;0;0;0;65;22677.35;4518;325.03;SIM;15643218.50
16/02/2005;13;35;39;45;51;60;0;0;0;72;17653.96;5473;231.37;SIM;25066531.77
19/02/2005;12;19;42;46;59;60;0;0;0;129;14012.81;8094;222.49;SIM;28229924.76
23/02/2005;1;9;13;17;33;34;0;1;31923289.19;366;5766.38;20840;100.89;NÃƒO;0
26/02/2005;17;36;40;44;51;56;0;0;0;28;22758.80;1988;319.34;SIM;1115180.94
02/03/2005;14;24;37;40;42;45;0;0;0;41;15663.14;2694;237.48;SIM;2239011.24
05/03/2005;14;27;29;31;34;57;0;0;0;81;10667.36;4433;194.17;SIM;11328156.70
09/03/2005;3;24;48;52;53;54;0;0;0;39;27310.11;4345;244.2;SIM;13192071.41
12/03/2005;10;13;32;47;49;60;0;0;0;79;16079.41;6173;205;SIM;15415049.93
16/03/2005;11;12;14;19;54;56;0;1;17603353.15;50;25009.18;5432;229.34;NÃƒO;0
19/03/2005;5;23;29;42;45;48;0;3;361199.61;139;4454.67;4869;126.69;NÃƒO;0
23/03/2005;9;24;33;41;48;54;0;0;0;31;15748.23;2156;225.57;SIM;6720868.06
26/03/2005;10;24;25;29;53;59;0;0;0;29;24322.62;2765;254.15;SIM;7955241.21
30/03/2005;26;28;39;45;48;60;0;0;0;36;24882.92;4356;204.86;SIM;9522864.81
02/04/2005;10;18;20;24;56;57;0;0;0;41;27383.54;3874;288.71;SIM;11487633.94
06/04/2005;5;9;19;24;31;34;0;0;0;74;14994.32;6274;176.18;SIM;13429397.87
09/04/2005;6;10;11;40;41;56;0;1;15767596.35;66;20244.14;4745;280.52;NÃƒO;0
13/04/2005;1;26;37;39;43;48;0;0;0;23;33457.53;2722;281.64;SIM;7808614.22
16/04/2005;35;36;37;46;51;59;0;0;0;24;42026.73;2623;383.08;SIM;9573736.75
20/04/2005;16;20;33;58;59;60;0;1;11354235.39;56;18168.36;3995;253.72;NÃƒO;0
23/04/2005;3;6;11;20;36;41;0;0;0;31;18418.26;2883;197.3;SIM;999190.32
27/04/2005;14;29;34;40;51;52;0;0;0;22;27222.16;1390;429.22;SIM;7004050.46
30/04/2005;5;11;38;46;53;54;0;0;0;58;16751.00;4204;230.23;SIM;8704277.05
04/05/2005;4;27;36;40;42;55;0;0;0;64;15130.77;4211;229.09;SIM;10398923.36
07/05/2005;4;18;23;25;56;60;0;0;0;79;14974.99;5525;213.31;SIM;12469215.44
11/05/2005;1;27;30;49;51;55;0;0;0;64;17649.82;4020;279.93;SIM;14445995.20
14/05/2005;1;12;36;38;55;59;0;0;0;74;18450.77;4971;273.62;SIM;23857740.39
18/05/2005;7;8;18;25;47;48;0;0;0;185;8538.56;10055;156.51;SIM;26622098.55
21/05/2005;7;16;26;29;45;55;0;0;0;77;26923.37;8122;254.29;SIM;30250022.18
25/05/2005;1;4;5;16;23;49;0;1;34263173.55;203;11296.70;15283;149.48;NÃƒO;0
28/05/2005;1;2;14;33;49;56;0;0;0;53;11007.74;2814;206.54;SIM;1020967.19
01/06/2005;7;24;27;40;41;49;0;1;2170216.15;32;20522.30;2427;269.57;NÃƒO;0
04/06/2005;22;37;42;48;58;59;0;0;0;24;43085.53;2895;355.84;SIM;10792198.93
08/06/2005;9;16;27;38;39;51;0;0;0;67;16609.70;4259;260.3;SIM;12739685.49
11/06/2005;24;28;34;38;43;53;0;0;0;54;24277.19;4411;296.08;SIM;15033880.01
15/06/2005;6;11;20;34;37;40;0;0;0;72;17523.73;4792;262.3;SIM;17241869.86
18/06/2005;18;22;29;32;38;42;0;0;0;96;16070.11;5586;275.14;SIM;27769536.63
22/06/2005;24;25;30;42;43;50;0;0;0;67;26180.70;5204;335.79;SIM;30839224.48
25/06/2005;9;15;32;41;42;49;0;0;0;94;22081.78;7583;272.69;SIM;34471676.39
29/06/2005;8;10;25;32;48;55;0;0;0;284;8422.82;12803;186.14;SIM;38657818.81
02/07/2005;14;31;40;42;44;46;0;0;0;115;28311.43;9797;331.07;SIM;44355495.36
06/07/2005;3;21;25;37;54;58;0;1;51890452.61;448;9610.91;22087;194.2;NÃƒO;0
09/07/2005;2;3;5;22;26;44;0;0;0;188;7276.69;11222;121.45;SIM;19623257.97
13/07/2005;21;25;38;53;58;59;0;0;0;62;23695.09;5210;280.91;SIM;22194175.20
16/07/2005;4;27;36;37;47;60;0;0;0;62;25832.17;5647;282.55;SIM;24996965.62
20/07/2005;2;11;12;35;40;43;0;0;0;79;19666.04;5680;272.49;SIM;27715795.78
23/07/2005;17;19;33;37;40;50;0;0;0;81;22483.66;7103;255.42;SIM;40669733.33
27/07/2005;5;12;27;33;43;56;0;1;44331219.78;347;6029.62;15404;135.32;NÃƒO;0
30/07/2005;4;5;15;26;33;54;0;0;0;47;15221.72;3901;182.71;SIM;1251986.54
03/08/2005;1;7;14;41;48;59;0;0;0;28;25839.62;2887;249.66;SIM;2518128.16
06/08/2005;11;21;30;35;47;52;0;0;0;38;23920.89;2757;328.45;SIM;4108867.61
10/08/2005;6;7;31;49;51;60;0;0;0;29;30336.11;2998;292.33;SIM;12298361.58
13/08/2005;8;12;15;41;47;53;0;0;0;90;13225.50;5446;217.74;SIM;14381378.18
17/08/2005;8;16;37;50;55;58;0;0;0;54;20629.58;3896;284.85;SIM;16330873.12
20/08/2005;11;18;33;57;58;60;0;0;0;71;18365.13;4995;260.06;SIM;18612740.26
24/08/2005;13;14;17;31;41;50;0;0;0;152;8909.82;7170;188.18;SIM;20982752.64
27/08/2005;15;19;29;37;41;53;0;0;0;114;13859.26;7087;222.1;SIM;31925755.05
31/08/2005;6;11;13;21;40;52;0;0;0;76;22217.91;6333;265.62;SIM;34880737.54
03/09/2005;9;16;34;37;53;57;0;2;19251302.49;195;10613.53;10814;190.66;NÃƒO;0
10/09/2005;28;31;32;35;51;53;0;0;0;27;33337.57;2895;309.74;SIM;1575200.44
14/09/2005;8;12;22;27;43;55;0;0;0;43;16354.69;3981;175.99;SIM;2805890.89
19/09/2005;17;23;48;50;53;54;0;0;0;54;16259.09;3752;233.13;SIM;12141821.41
21/09/2005;2;3;14;24;31;40;0;0;0;53;17991.31;3584;265.04;SIM;13810515.56
24/09/2005;1;13;23;31;48;60;0;0;0;103;11253.13;5623;205.35;SIM;15838891.81
28/09/2005;1;18;45;56;57;58;0;0;0;47;22868.49;3663;292.31;SIM;17719825.24
01/10/2005;2;11;24;27;30;45;0;0;0;123;10767.16;7343;179.68;SIM;20037455.42
05/10/2005;2;4;18;27;34;50;0;0;0;56;22659.95;5784;218.56;SIM;29484065.62
08/10/2005;3;11;13;15;26;43;0;0;0;144;11780.58;11514;146.78;SIM;32452771.10
15/10/2005;2;7;10;17;22;60;0;0;0;282;7866.56;15980;138.3;SIM;36334914.54
19/10/2005;1;8;10;36;43;51;0;2;19919975.72;140;14306.28;12461;160.12;NÃƒO;0
22/10/2005;7;9;13;39;45;47;0;0;0;102;6567.35;5998;111.26;SIM;1172271.79
26/10/2005;4;6;9;22;29;44;0;0;0;106;5881.47;5202;119.39;SIM;11276978.00
29/10/2005;5;25;34;39;46;49;0;0;0;48;21483.28;4608;222.94;SIM;13081573.14
05/11/2005;5;10;33;40;41;59;0;0;0;79;18118.11;5840;244.16;SIM;15586402.01
09/11/2005;7;8;35;43;53;58;0;0;0;97;12122.15;5637;207.81;SIM;17644136.19
12/11/2005;1;12;16;26;46;54;0;0;0;67;20438.81;5838;233.68;SIM;20040586.54
16/11/2005;7;8;17;35;39;53;0;0;0;113;9766.45;10955;100.36;SIM;29611134.96
19/11/2005;4;12;24;33;36;54;0;3;10825809.33;237;6910.89;13134;124.24;NÃƒO;0
23/11/2005;2;7;16;29;32;50;0;1;945382.75;37;14600.51;2512;214.25;NÃƒO;0
26/11/2005;6;17;23;28;35;41;0;0;0;68;8956.76;3816;159;SIM;1065855.06
30/11/2005;7;21;33;35;39;58;0;0;0;41;13759.23;2893;194.26;SIM;2053079.87
03/12/2005;3;32;37;39;47;53;0;0;0;63;12737.00;3553;225;SIM;8649484.79
07/12/2005;12;31;44;51;54;56;0;0;0;20;45658.99;2606;349.09;SIM;10247549.36
10/12/2005;3;14;23;25;36;55;0;0;0;99;11025.33;6723;161.75;SIM;12157688.32
14/12/2005;9;18;36;44;57;60;0;0;0;85;12704.05;5334;201.68;SIM;14047415.26
17/12/2005;1;6;16;36;50;52;0;0;0;49;25242.04;4000;308.05;SIM;16211920.28
21/12/2005;17;27;34;48;51;55;0;0;0;102;12537.87;6190;205.82;SIM;25450246.43
31/12/2005;3;9;35;37;41;49;0;2;15815987.63;343;10298.59;20451;172.08;NÃƒO;0
04/01/2006;1;5;7;37;40;47;0;0;0;35;15459.49;2838;189.94;SIM;946893.69
07/01/2006;4;12;14;30;42;59;0;0;0;29;25008.46;2688;268.79;SIM;2216072.86
11/01/2006;8;13;24;32;42;44;0;0;0;81;8575.31;5381;128.59;SIM;3431622.25
14/01/2006;5;18;33;43;56;57;0;1;4969519.90;51;17231.34;5041;173.67;NÃƒO;0
18/01/2006;2;15;16;45;50;54;0;0;0;34;23412.97;2824;280.82;SIM;9358249.67
21/01/2006;6;15;16;23;28;35;0;0;0;88;11554.63;6659;152.12;SIM;11137662.34
25/01/2006;6;17;19;49;50;53;0;0;0;65;14610.54;4196;225.48;SIM;12799611.64
28/01/2006;2;12;26;31;43;46;0;0;0;67;16737.98;5110;218.63;SIM;14762139.60
01/02/2006;27;29;43;44;45;54;0;1;16726569.98;58;19354.00;3984;280.69;NÃƒO;0
04/02/2006;9;15;38;40;42;52;0;0;0;33;27163.91;3043;293.47;SIM;7826853.28
08/02/2006;1;21;38;41;49;56;0;0;0;19;47835.60;2190;413.44;SIM;9417386.79
11/02/2006;11;12;24;32;33;38;0;0;0;65;18730.63;6267;193.54;SIM;11547995.59
15/02/2006;14;15;26;30;42;54;0;0;0;47;26720.69;4178;299.45;SIM;13745772.39
18/02/2006;6;10;35;45;49;56;0;0;0;54;25993.77;4723;296.08;SIM;23305073.75
22/02/2006;12;16;28;29;47;50;0;1;26132814.65;90;17953.91;6943;231.85;NÃƒO;0
25/02/2006;24;26;27;36;39;59;0;0;0;23;28453.38;2133;305.65;SIM;1145248.54
01/03/2006;2;7;17;34;41;50;0;0;0;25;14199.00;1622;218.02;SIM;1766454.86
04/03/2006;20;23;25;32;54;60;0;0;0;28;29491.22;2762;297.84;SIM;3211524.66
08/03/2006;4;12;23;26;39;46;0;0;0;77;10441.97;5387;148.7;SIM;9937380.49
11/03/2006;2;16;21;37;43;57;0;0;0;134;8604.62;5262;218.3;SIM;11955163.21
15/03/2006;1;10;12;25;49;57;0;2;6995681.58;114;10206.52;6686;173.36;NÃƒO;0
18/03/2006;2;3;12;21;23;56;0;0;0;53;13079.29;4363;158.28;SIM;1213104.40
22/03/2006;1;2;7;19;35;51;0;0;0;74;9080.42;4519;148.14;SIM;2389018.77
25/03/2006;4;24;47;48;50;57;0;0;0;31;26214.36;2669;303.33;SIM;9429097.84
29/03/2006;10;17;33;42;54;58;0;0;0;49;18795.69;3799;241.51;SIM;11040828.28
01/04/2006;4;7;20;25;38;50;0;0;0;74;15221.68;5579;201.14;SIM;13012035.71
05/04/2006;4;23;24;25;29;42;0;0;0;86;13022.30;6849;162.9;SIM;14971892.19
08/04/2006;2;7;22;35;43;59;0;1;17388228.32;152;9083.97;8630;159.4;NÃƒO;0
12/04/2006;3;4;13;34;42;50;0;0;0;41;14457.22;2827;208.89;SIM;7463330.98
15/04/2006;4;12;30;47;49;59;0;0;0;41;18319.33;2977;251.35;SIM;8777742.92
19/04/2006;5;27;37;38;41;50;0;0;0;34;27503.13;3135;297.15;SIM;10414179.09
22/04/2006;12;17;18;30;32;58;0;0;0;53;17988.72;3448;275.46;SIM;12082632.69
26/04/2006;1;23;36;43;47;59;0;0;0;74;14352.34;4910;215.49;SIM;13941260.58
29/04/2006;30;31;39;45;48;59;0;0;0;38;32431.50;2588;474.4;SIM;22265544.19
03/05/2006;12;17;44;45;46;60;0;0;0;80;16005.08;5517;231.2;SIM;24506255.18
06/05/2006;13;17;27;29;40;56;0;0;0;100;17175.97;8936;191.48;SIM;27512048.76
10/05/2006;9;12;21;37;39;54;0;0;0;143;13668.11;10120;192.4;SIM;30932491.92
13/05/2006;1;9;26;40;47;48;0;0;0;101;23502.31;7655;308.92;SIM;35086525.19
18/05/2006;3;7;45;47;53;55;0;1;40539530.90;189;16486.79;15290;203.03;NÃƒO;0
21/05/2006;3;10;16;30;37;50;0;0;0;62;15552.09;4336;221.54;SIM;14740248.65
24/05/2006;1;19;24;42;50;58;0;0;0;63;16857.33;4477;236.31;SIM;16598769.93
27/05/2006;15;22;32;38;50;54;0;0;0;62;20318.55;4419;284;SIM;18803331.88
31/05/2006;4;8;30;33;37;59;0;1;21024430.31;93;13647.30;6408;197.31;NÃƒO;0
03/06/2006;12;16;20;21;29;50;0;0;0;49;14382.06;3078;228.08;SIM;7808149.60
07/06/2006;4;12;25;34;35;48;0;0;0;68;13703.65;5401;171.88;SIM;9438882.88
10/06/2006;14;21;29;34;46;47;0;0;0;69;15089.83;4559;227.53;SIM;11260979.64
14/06/2006;10;35;38;51;52;60;0;0;0;66;13476.30;5330;166.25;SIM;12817492.36
17/06/2006;3;5;14;29;34;51;0;0;0;58;16454.70;4919;193.29;SIM;14487644.71
21/06/2006;5;10;37;46;54;58;0;1;16319071.08;64;16352.03;4336;240.45;NÃƒO;0
24/06/2006;12;27;42;46;47;50;0;0;0;30;25559.59;3058;249.8;SIM;7421108.15
28/06/2006;3;15;35;41;57;60;0;0;0;56;13543.61;3075;245.72;SIM;8748382.29
01/07/2006;2;14;23;28;50;56;0;0;0;80;10746.73;3943;217.22;SIM;10252923.38
05/07/2006;20;31;36;37;45;51;0;0;0;21;42785.84;1890;473.6;SIM;11825302.87
08/07/2006;25;26;29;36;52;54;0;0;0;26;39580.32;3127;327.85;SIM;19016906.07
12/07/2006;7;10;28;50;51;59;0;0;0;43;26754.56;3828;299.4;SIM;21030186.72
15/07/2006;8;10;13;39;54;56;0;0;0;66;19809.51;5707;228.22;SIM;23318185.27
19/07/2006;2;11;23;35;42;59;0;0;0;144;9270.41;7533;176.55;SIM;25654326.84
22/07/2006;4;8;21;32;43;48;0;1;28244624.32;140;10572.64;8427;174.99;NÃƒO;0
26/07/2006;8;27;37;42;53;56;0;0;0;27;20363.80;2163;253.24;SIM;8240695.17
29/07/2006;5;8;17;35;37;48;0;1;9770979.43;126;6940.06;6657;130.87;NÃƒO;0
02/08/2006;10;11;26;27;31;41;0;0;0;19;25700.08;1521;319.83;SIM;854527.84
05/08/2006;20;31;34;37;54;60;0;0;0;40;16922.47;1955;344.93;SIM;2039100.64
09/08/2006;17;19;29;31;44;57;0;0;0;62;10763.88;3247;204.75;SIM;3206981.50
12/08/2006;6;31;38;39;50;60;0;0;0;13;62482.48;1808;447.56;SIM;9027559.48
16/08/2006;2;6;19;22;28;43;0;0;0;71;11717.34;5884;140.86;SIM;10483439.10
19/08/2006;9;14;19;35;42;58;0;1;12212213.94;114;8665.54;5756;170.97;NÃƒO;0
23/08/2006;9;29;34;43;45;56;0;0;0;32;15844.65;1949;259.17;SIM;887300.41
26/08/2006;3;15;16;33;51;57;0;0;0;62;10387.12;3629;176.79;SIM;2014302.06
30/08/2006;3;38;42;47;55;56;0;0;0;15;37006.71;1730;319.66;SIM;7393144.45
02/09/2006;14;21;26;29;36;48;0;0;0;76;11029.20;4389;190.27;SIM;8860028.16
06/09/2006;5;19;24;34;39;43;0;0;0;80;9974.90;4883;162.81;SIM;10256514.12
09/09/2006;6;12;47;48;52;58;0;0;0;66;12566.42;3447;239.7;SIM;11707935.01
13/09/2006;3;4;9;29;32;52;0;0;0;48;19610.77;4104;228.5;SIM;13355239.88
16/09/2006;19;29;35;42;55;57;0;0;0;56;19330.65;4675;230.69;SIM;20861429.08
20/09/2006;1;7;11;37;38;56;0;0;0;44;26411.64;4497;257.44;SIM;22895125.15
23/09/2006;11;19;20;22;42;48;0;0;0;73;19406.93;5791;243.72;SIM;25374360.34
27/09/2006;6;14;18;24;48;60;0;0;0;117;12287.80;8216;174.32;SIM;27890287.63
30/09/2006;3;5;10;21;28;57;0;0;0;193;8993.04;12055;143.44;SIM;30927687.90
04/10/2006;3;13;37;47;56;59;0;1;34172202.25;134;13835.88;9937;185.88;NÃƒO;0
07/10/2006;2;30;36;43;48;60;0;0;0;62;14428.43;3489;255.42;SIM;11073179.39
12/10/2006;18;26;35;41;47;60;0;0;0;50;18518.81;3179;290.17;SIM;12693574.74
14/10/2006;2;8;27;32;49;56;0;0;0;130;7262.48;6188;152.01;SIM;14345789.99
18/10/2006;2;15;21;31;46;57;0;0;0;44;24446.08;3844;278.76;SIM;16228138.27
21/10/2006;5;11;15;23;25;30;0;0;0;121;8582.38;7669;134.9;SIM;24143857.18
25/10/2006;1;4;5;33;37;48;0;0;0;75;17505.65;6450;202.79;SIM;26441472.82
28/10/2006;10;28;32;41;47;57;0;2;14597902.39;89;17684.31;5508;284.67;NÃƒO;0
01/11/2006;11;13;38;39;54;57;0;0;0;57;9696.24;2116;260.21;SIM;967199.74
04/11/2006;9;15;23;45;46;56;0;0;0;43;14647.97;3244;193.43;SIM;2069459.59
08/11/2006;2;8;11;41;46;50;0;0;0;37;18442.44;2534;268.27;SIM;9203290.18
11/11/2006;9;19;37;39;50;57;0;0;0;56;17528.89;3621;270.06;SIM;10921121.58
16/11/2006;20;21;30;40;47;52;0;0;0;21;39708.11;1885;440.69;SIM;12380394.81
18/11/2006;10;29;30;34;43;52;0;0;0;27;34364.35;2469;374.37;SIM;14004110.17
22/11/2006;8;9;22;25;41;44;0;0;0;58;16865.13;4935;197.47;SIM;15715920.16
25/11/2006;5;19;25;46;51;58;0;0;0;105;11132.90;5868;198.46;SIM;23874662.70
29/11/2006;10;17;21;32;45;46;0;2;13046320.38;82;15456.29;5102;247.47;NÃƒO;0
02/12/2006;4;29;33;36;38;42;0;0;0;37;17462.93;3307;194.64;SIM;1130724.80
06/12/2006;4;10;17;27;41;52;0;0;0;31;19931.52;2585;238.13;SIM;2212009.51
09/12/2006;1;15;26;51;54;59;0;0;0;22;35180.77;2144;359.62;SIM;3566468.83
13/12/2006;6;7;9;20;33;48;0;0;0;53;14753.39;5002;155.73;SIM;10044004.79
16/12/2006;10;21;28;40;41;47;0;0;0;52;19453.75;4148;242.96;SIM;11814295.88
19/12/2006;6;7;8;27;45;53;0;0;0;68;9188.18;3571;174.3;SIM;12907689.09
21/12/2006;18;24;30;42;51;56;0;0;0;47;21021.73;4106;239.72;SIM;14636725.67
23/12/2006;23;28;38;42;50;53;0;0;0;29;40114.62;3478;333.21;SIM;16672542.56
31/12/2006;10;14;32;47;50;56;0;0;0;162;18311.20;10814;273.27;SIM;30306455.18
03/01/2007;2;13;41;49;51;53;0;0;0;94;24135.05;7705;293.34;SIM;34276670.77
06/01/2007;3;32;33;42;48;50;0;0;0;117;31716.10;12045;306.9;SIM;40770541.92
10/01/2007;15;17;23;33;39;49;0;1;52807317.17;510;13486.58;37086;184.77;NÃƒO;0
13/01/2007;13;16;46;53;57;58;0;0;0;40;19408.81;2678;288.8;SIM;1358616.66
17/01/2007;10;16;17;34;44;51;0;1;2820323.56;42;19887.17;3073;270.78;NÃƒO;0
20/01/2007;18;31;33;49;57;58;0;0;0;40;28893.86;4078;282.34;SIM;20109130.83
24/01/2007;17;22;28;38;52;59;0;0;0;64;20981.59;4859;275.31;SIM;22459069.62
27/01/2007;5;6;16;24;34;60;0;1;25067473.09;73;20418.03;6233;238.23;NÃƒO;0
31/01/2007;9;23;30;38;44;47;0;0;0;41;16256.65;2825;235.05;SIM;1166414.58
03/02/2007;7;8;11;18;37;43;0;0;0;77;11092.88;5314;160.13;SIM;9548388.11
07/02/2007;17;29;31;35;43;59;0;0;0;94;11603.23;5512;197.13;SIM;11457118.69
10/02/2007;7;22;32;36;38;51;0;0;0;67;18656.13;5162;241.23;SIM;13644549.97
